time,wrist_ir,wrist_red,finger_ir,finger_red,sbp,dbp
0.0,73235.0,69255.0,103111.0,81896.0,121.0,71.0
0.1,73264.35,69317.4,103123.5,81851.3,,
0.2,73343.33333333333,69349.14285714286,103002.42857142857,81803.66666666667,,
0.30000000000000004,73262.7,69332.75,103003.2,81824.7,,
0.4,73254.8,69327.6,102980.2,81826.6,,
0.5,73258.6,69340.88,102947.88,81782.96,,
0.6000000000000001,73193.42105263157,69263.63157894737,102926.36842105263,81743.78947368421,,
0.7000000000000001,73275.54545454546,69342.45454545454,102944.27272727272,81787.81818181818,,
0.8,73216.5,69299.7,102874.25,81750.6,,
0.9,73241.0,69307.31578947368,102798.0,81669.26315789473,,
1.0,73269.53846153847,69357.46153846153,102826.07692307692,81720.53846153847,,
1.1,73200.55,69273.7,102856.1,81735.05,,
1.2000000000000002,73261.63157894737,69319.0,102737.73684210527,81625.0,,
1.3,73251.30769230769,69316.07692307692,102820.46153846153,81671.61538461539,,
1.4000000000000001,73240.09090909091,69291.59090909091,102773.5,81678.72727272728,,
1.5,73237.0,69308.7,102544.2,81586.3,,
1.6,73194.1,69246.3,102812.8,81752.5,,
1.7000000000000002,73231.5,69288.95454545454,103040.81818181818,81926.45454545454,,
1.8,73197.8,69258.92,103008.4,81876.48,,
1.9000000000000001,73180.9,69225.4,103026.7,81899.8,,
2.0,73212.18181818182,69264.54545454546,103173.36363636363,82009.13636363637,,
2.1,73160.04,69215.2,103210.2,82029.88,,
2.2,73164.94736842105,69227.31578947368,103128.78947368421,81951.0,,
2.3000000000000003,73140.04761904762,69180.42857142857,103208.85714285714,82026.95238095238,,
2.4000000000000004,73167.0,69196.0,103206.0,82049.5,,
2.5,73201.0,69214.0,103132.84210526316,81961.57894736843,,
2.6,73148.15384615384,69184.80769230769,103198.69230769231,82008.03846153847,,
2.7,73156.61904761905,69196.42857142857,103266.80952380953,82072.90476190476,,
2.8000000000000003,73130.04761904762,69159.90476190476,103241.95238095238,82021.38095238095,,
2.9000000000000004,73141.23076923077,69185.53846153847,103260.38461538461,82070.38461538461,,
3.0,73167.55,69225.25,103168.95,81968.35,,
3.1,73172.0,69199.27272727272,103206.36363636363,82028.09090909091,,
3.2,73188.9,69212.2,103256.0,82060.5,,
3.3000000000000003,73150.6,69179.65,103184.15,81956.55,,
3.4000000000000004,73174.6,69202.6,103285.4,82040.8,,
3.5,73146.33333333333,69195.23809523809,103299.85714285714,82060.09523809524,,
3.6,73146.2,69168.5,103219.2,81970.85,,
3.7,73181.0,69219.0,103211.0,81992.0,,
